,Suit1,Card1,Suit2,Card2,Suit3,Card3,Suit4,Card4,Suit5,Card5
13918,Spades,Jack,Diamonds,Jack,Clubs,Nine,Hearts,Four,Clubs,Five
13919,Hearts,Four,Spades,Ten,Diamonds,Queen,Hearts,Ace,Spades,Seven
13920,Diamonds,Ten,Clubs,Two,Spades,Jack,Diamonds,Jack,Clubs,Queen
13921,Hearts,Five,Spades,Five,Hearts,Queen,Clubs,Four,Diamonds,Ace
13922,Clubs,Six,Hearts,Six,Hearts,Three,Diamonds,Queen,Hearts,Eight
13923,Spades,Nine,Diamonds,Ten,Hearts,Five,Diamonds,Three,Diamonds,Nine
13924,Clubs,Ten,Hearts,Ace,Hearts,Six,Hearts,King,Spades,Three
13925,Diamonds,Queen,Diamonds,Eight,Clubs,Four,Hearts,Seven,Spades,Jack
13926,Hearts,Seven,Diamonds,Nine,Diamonds,Six,Spades,Queen,Hearts,Queen
13927,Clubs,Three,Diamonds,Three,Clubs,Two,Spades,Three,Hearts,Eight
13928,Spades,Nine,Diamonds,Ten,Hearts,Jack,Clubs,Nine,Diamonds,Two
13929,Spades,Four,Spades,Five,Diamonds,Three,Diamonds,Queen,Diamonds,Jack
13930,Hearts,Two,Spades,Seven,Hearts,Jack,Spades,Three,Clubs,Five
13931,Clubs,Ace,Diamonds,Ten,Spades,Queen,Clubs,Nine,Clubs,Seven
13932,Clubs,Ace,Diamonds,Four,Clubs,King,Spades,Two,Diamonds,King
13933,Clubs,Ace,Diamonds,Seven,Clubs,Eight,Hearts,Nine,Spades,Three
13934,Spades,Two,Hearts,Five,Spades,Jack,Diamonds,Eight,Hearts,Ten
13935,Hearts,Ten,Diamonds,Eight,Diamonds,Jack,Hearts,Six,Hearts,Seven
13936,Clubs,Ace,Hearts,Four,Diamonds,Six,Spades,Ten,Spades,Queen
13937,Clubs,Nine,Clubs,Eight,Diamonds,Nine,Spades,Ten,Clubs,Queen
13938,Hearts,Four,Hearts,Queen,Clubs,Ten,Spades,Five,Hearts,Two
13939,Hearts,Queen,Diamonds,Three,Diamonds,Six,Clubs,Ten,Diamonds,Five
13940,Spades,Three,Spades,Ten,Hearts,Two,Clubs,Two,Diamonds,King
13941,Hearts,Ace,Clubs,Queen,Diamonds,Two,Clubs,Ten,Spades,Ten
13942,Clubs,Jack,Hearts,Three,Spades,Seven,Clubs,Five,Diamonds,Queen
13943,Diamonds,Ten,Diamonds,Nine,Diamonds,Three,Diamonds,King,Hearts,Queen
13944,Hearts,Two,Clubs,Eight,Hearts,Eight,Hearts,Ace,Hearts,Nine
13945,Diamonds,Six,Diamonds,Queen,Spades,Three,Diamonds,Eight,Hearts,Eight
13946,Clubs,Six,Clubs,Eight,Hearts,Ten,Diamonds,Five,Spades,Nine
13947,Clubs,Nine,Spades,Jack,Diamonds,Eight,Spades,Four,Clubs,Eight
13948,Clubs,Ace,Clubs,Six,Spades,Two,Hearts,Eight,Spades,Nine
13949,Diamonds,King,Spades,Jack,Spades,Three,Spades,Queen,Diamonds,Two
13950,Diamonds,Six,Diamonds,Four,Hearts,Jack,Hearts,Queen,Diamonds,Seven
13951,Clubs,King,Diamonds,Two,Hearts,Two,Diamonds,Three,Spades,Two
13952,Hearts,Three,Clubs,Three,Diamonds,Ten,Hearts,Ten,Clubs,Eight
13953,Hearts,Ace,Spades,Six,Hearts,Nine,Hearts,Three,Diamonds,Six
13954,Diamonds,Six,Diamonds,Ten,Hearts,Jack,Clubs,Four,Diamonds,Nine
13955,Hearts,Six,Clubs,Jack,Diamonds,Nine,Spades,Four,Clubs,Seven
13956,Hearts,Queen,Diamonds,King,Clubs,Queen,Clubs,Ace,Hearts,Two
13957,Clubs,Ten,Diamonds,Two,Hearts,Jack,Hearts,Nine,Clubs,Four
13958,Hearts,Two,Clubs,Five,Hearts,Ace,Clubs,Queen,Spades,Two
13959,Spades,Ace,Hearts,Queen,Spades,Eight,Diamonds,Jack,Clubs,Queen
13960,Hearts,Eight,Clubs,Seven,Diamonds,Four,Diamonds,Nine,Hearts,Ten
13961,Clubs,Seven,Diamonds,Six,Diamonds,Three,Spades,Eight,Diamonds,Ten
13962,Spades,Seven,Spades,Queen,Hearts,Jack,Clubs,Four,Hearts,King
13963,Clubs,Two,Clubs,Six,Spades,Four,Diamonds,Two,Hearts,Nine
13964,Clubs,Four,Clubs,Nine,Diamonds,Queen,Spades,Queen,Hearts,Five
13965,Spades,Four,Clubs,Nine,Spades,Six,Clubs,Two,Hearts,Eight
13966,Spades,Nine,Clubs,Four,Clubs,Two,Clubs,Eight,Diamonds,Three
13967,Hearts,Ace,Spades,Six,Spades,Three,Diamonds,Queen,Hearts,Three
13968,Spades,Queen,Clubs,King,Hearts,King,Spades,Ten,Spades,Eight
13969,Hearts,Ace,Clubs,Six,Spades,Queen,Spades,Four,Clubs,Ace
13970,Diamonds,Queen,Clubs,Ace,Hearts,Three,Clubs,Five,Spades,Three
13971,Clubs,Three,Hearts,Five,Diamonds,Six,Spades,King,Hearts,Six
13972,Clubs,King,Spades,Jack,Spades,King,Clubs,Queen,Hearts,Jack
13973,Hearts,Three,Diamonds,Three,Spades,Six,Hearts,Nine,Clubs,Ten
13974,Diamonds,Four,Clubs,Ten,Hearts,Six,Clubs,Queen,Hearts,Five
13975,Diamonds,Eight,Diamonds,Four,Spades,Ace,Spades,Four,Diamonds,Nine
13976,Spades,Three,Clubs,Ace,Diamonds,Queen,Spades,Two,Hearts,Jack
13977,Clubs,Ace,Spades,Three,Hearts,Five,Hearts,Six,Clubs,Five
13978,Spades,Ten,Diamonds,Ace,Clubs,Queen,Clubs,King,Clubs,Eight
13979,Clubs,Ace,Clubs,King,Clubs,Jack,Clubs,Four,Diamonds,Seven
13980,Clubs,Seven,Spades,Five,Clubs,Three,Diamonds,Six,Diamonds,Ace
13981,Hearts,Seven,Diamonds,Four,Spades,Four,Spades,Three,Hearts,Eight
13982,Hearts,Nine,Clubs,Jack,Hearts,Ace,Clubs,King,Diamonds,King
13983,Spades,Jack,Spades,Nine,Diamonds,Seven,Spades,Seven,Diamonds,Jack
13984,Diamonds,Ace,Hearts,Three,Diamonds,Jack,Hearts,Ace,Diamonds,Queen
13985,Hearts,Jack,Clubs,Ace,Hearts,King,Clubs,Ten,Spades,Ten
13986,Spades,Jack,Spades,Nine,Diamonds,Ace,Diamonds,Queen,Hearts,Six
13987,Spades,Four,Spades,Two,Hearts,Nine,Clubs,Seven,Hearts,Four
13988,Clubs,Eight,Clubs,Six,Clubs,Ten,Hearts,Two,Clubs,Seven
13989,Spades,Five,Diamonds,Ace,Spades,Eight,Diamonds,Seven,Clubs,Eight
13990,Spades,Two,Diamonds,Queen,Clubs,King,Diamonds,Three,Diamonds,Ten
13991,Spades,Queen,Clubs,Eight,Hearts,Seven,Hearts,Two,Spades,King
13992,Hearts,Eight,Spades,Six,Clubs,Five,Spades,Seven,Clubs,Four
13993,Clubs,Six,Hearts,Nine,Hearts,Jack,Hearts,Eight,Clubs,Ten
13994,Clubs,Ace,Clubs,Jack,Spades,King,Spades,Five,Hearts,Nine
13995,Spades,Seven,Diamonds,Queen,Clubs,Three,Hearts,Jack,Diamonds,Five
13996,Spades,Ten,Clubs,Ace,Diamonds,Eight,Spades,Five,Spades,Queen
13997,Clubs,Ace,Spades,Jack,Hearts,Six,Hearts,Four,Diamonds,Ace
13998,Clubs,Seven,Spades,Ten,Hearts,Two,Clubs,Three,Hearts,Ace
13999,Diamonds,King,Spades,Jack,Spades,Five,Diamonds,Queen,Spades,Two
14000,Spades,Ace,Spades,Eight,Diamonds,Ace,Spades,Jack,Hearts,Ace
14001,Hearts,Seven,Diamonds,Five,Spades,Seven,Diamonds,Two,Spades,King
14002,Diamonds,Ten,Clubs,King,Spades,Seven,Hearts,Four,Spades,Ace
14003,Diamonds,Six,Hearts,Ten,Hearts,Queen,Diamonds,Three,Diamonds,Five
14004,Diamonds,Ace,Diamonds,Ten,Spades,Seven,Clubs,Queen,Hearts,Queen
14005,Hearts,Two,Diamonds,Ace,Hearts,Ten,Clubs,Ace,Spades,Four
14006,Diamonds,Three,Diamonds,Five,Clubs,Ten,Diamonds,Jack,Clubs,Six
14007,Spades,Six,Hearts,Six,Spades,Ten,Diamonds,King,Spades,Four
14008,Diamonds,Five,Clubs,Two,Hearts,Nine,Clubs,Nine,Diamonds,Jack
14009,Spades,Four,Clubs,Nine,Spades,Five,Diamonds,Nine,Diamonds,Eight
14010,Clubs,Queen,Clubs,Ten,Spades,Two,Diamonds,Nine,Clubs,Ace
14011,Clubs,Six,Diamonds,King,Spades,Nine,Spades,Seven,Diamonds,Jack
14012,Clubs,Four,Diamonds,Two,Spades,Eight,Clubs,Nine,Clubs,Three
14013,Hearts,Jack,Hearts,Ten,Clubs,King,Spades,Ace,Hearts,Ace
14014,Spades,Four,Spades,King,Diamonds,Three,Hearts,Six,Diamonds,Six
14015,Hearts,Seven,Spades,Queen,Diamonds,Eight,Spades,Eight,Spades,Nine
14016,Diamonds,Nine,Clubs,King,Spades,Five,Diamonds,Jack,Spades,Ace
14017,Hearts,Queen,Hearts,Ten,Clubs,Ace,Clubs,Three,Diamonds,Two
14018,Spades,Three,Clubs,Four,Diamonds,Six,Diamonds,Three,Hearts,Eight
14019,Hearts,Four,Clubs,Seven,Spades,Four,Spades,Seven,Clubs,King
14020,Diamonds,Ten,Spades,King,Hearts,Three,Clubs,Queen,Hearts,Jack
14021,Hearts,Seven,Hearts,Queen,Clubs,Ace,Spades,Jack,Clubs,Five
14022,Diamonds,Three,Diamonds,Ace,Hearts,King,Hearts,Queen,Clubs,Six
14023,Diamonds,Nine,Hearts,Seven,Diamonds,Seven,Clubs,Eight,Spades,Ace
14024,Clubs,Six,Hearts,Four,Spades,Six,Spades,Three,Clubs,Five
14025,Spades,Queen,Diamonds,Eight,Clubs,Ace,Spades,Two,Diamonds,Ten
14026,Diamonds,King,Spades,Ten,Spades,Nine,Hearts,Two,Diamonds,Ten
14027,Clubs,Two,Clubs,Three,Diamonds,Four,Clubs,King,Spades,Four
14028,Hearts,King,Spades,Six,Spades,Ace,Spades,Five,Clubs,Four
14029,Diamonds,Five,Hearts,Three,Hearts,Nine,Hearts,Queen,Clubs,Nine
14030,Hearts,Five,Clubs,Five,Diamonds,King,Clubs,Eight,Hearts,Ten
14031,Spades,Nine,Hearts,Ace,Hearts,Six,Diamonds,King,Diamonds,Two
14032,Diamonds,Four,Hearts,Three,Spades,Three,Clubs,Five,Spades,Five
14033,Spades,Eight,Clubs,Queen,Clubs,Eight,Diamonds,Ten,Spades,Ten
14034,Spades,Seven,Clubs,Six,Hearts,King,Spades,Four,Spades,Ten
14035,Spades,Six,Clubs,Jack,Spades,Nine,Hearts,Ten,Clubs,Five
14036,Diamonds,King,Diamonds,Ten,Hearts,Five,Clubs,Eight,Diamonds,Two
14037,Hearts,Ace,Hearts,Two,Clubs,Six,Spades,Six,Clubs,Four
14038,Spades,Six,Clubs,Six,Spades,King,Spades,Eight,Spades,Nine
14039,Hearts,Two,Clubs,Ten,Hearts,Eight,Diamonds,Queen,Hearts,Nine
14040,Diamonds,Ten,Clubs,Three,Spades,Two,Diamonds,Seven,Diamonds,Five
14041,Diamonds,Two,Clubs,Jack,Hearts,Three,Diamonds,Five,Hearts,Queen
14042,Clubs,King,Clubs,Three,Diamonds,Nine,Spades,Three,Hearts,Queen
14043,Diamonds,Ten,Diamonds,Seven,Diamonds,Five,Diamonds,Three,Diamonds,Nine
14044,Clubs,Nine,Clubs,Ace,Spades,Queen,Hearts,Nine,Hearts,Four
14045,Clubs,Two,Hearts,Seven,Spades,Five,Diamonds,Eight,Spades,Four
14046,Clubs,Two,Spades,Ace,Diamonds,Jack,Clubs,Nine,Hearts,Queen
14047,Diamonds,Ace,Spades,Two,Spades,Seven,Clubs,Six,Clubs,Ace
14048,Clubs,Eight,Diamonds,Nine,Diamonds,Ten,Diamonds,Two,Clubs,Six
14049,Diamonds,King,Clubs,Six,Spades,Jack,Diamonds,Six,Hearts,Ace
14050,Hearts,Seven,Spades,Four,Diamonds,Four,Diamonds,King,Hearts,Five
14051,Clubs,Three,Diamonds,Nine,Spades,Nine,Clubs,Jack,Spades,Ten
14052,Diamonds,Five,Clubs,Four,Clubs,Queen,Clubs,Nine,Hearts,Four
14053,Hearts,Nine,Spades,Two,Diamonds,Seven,Clubs,King,Clubs,Jack
14054,Hearts,Five,Clubs,Two,Spades,Eight,Diamonds,Six,Hearts,Four
14055,Clubs,King,Diamonds,King,Diamonds,Four,Spades,Three,Spades,Five
14056,Spades,Ten,Diamonds,Jack,Spades,Jack,Diamonds,Nine,Clubs,Eight
14057,Hearts,Five,Hearts,Ten,Clubs,Nine,Clubs,Ten,Clubs,Two
14058,Clubs,Nine,Spades,Jack,Diamonds,Ten,Hearts,Two,Hearts,King
14059,Diamonds,Ten,Spades,Five,Hearts,Seven,Clubs,Nine,Diamonds,Ace
14060,Hearts,Queen,Hearts,Two,Diamonds,Queen,Hearts,King,Clubs,Four
14061,Clubs,Queen,Spades,Jack,Spades,Nine,Diamonds,Jack,Hearts,Seven
14062,Hearts,Three,Spades,Four,Spades,Three,Spades,Six,Clubs,Seven
14063,Hearts,Three,Spades,Three,Clubs,Eight,Clubs,Two,Diamonds,Seven
14064,Diamonds,Queen,Spades,Eight,Diamonds,Five,Clubs,Ten,Diamonds,Ten
14065,Hearts,Five,Spades,King,Hearts,Two,Spades,Six,Diamonds,Five
14066,Hearts,King,Hearts,Queen,Spades,Two,Clubs,Queen,Clubs,Two
14067,Hearts,Ten,Hearts,Jack,Clubs,Nine,Diamonds,Ten,Diamonds,Four
14068,Clubs,Four,Spades,Four,Spades,King,Spades,Ace,Diamonds,Nine
14069,Diamonds,Ten,Hearts,Queen,Hearts,Eight,Clubs,Ten,Clubs,Eight
14070,Hearts,Ace,Hearts,Two,Hearts,King,Clubs,Jack,Hearts,Nine
14071,Diamonds,Queen,Hearts,Five,Diamonds,King,Diamonds,Nine,Spades,Three
14072,Hearts,Jack,Spades,Three,Clubs,Nine,Hearts,Eight,Hearts,Ten
14073,Clubs,Five,Spades,Six,Diamonds,Seven,Clubs,Six,Diamonds,Queen
14074,Hearts,Seven,Diamonds,Three,Clubs,King,Diamonds,Queen,Hearts,Five
14075,Hearts,Six,Spades,Four,Diamonds,King,Clubs,Ten,Hearts,Two
14076,Clubs,Two,Spades,Queen,Clubs,Ten,Clubs,Queen,Clubs,Six
14077,Spades,Five,Hearts,Eight,Hearts,Jack,Hearts,Seven,Spades,Jack
14078,Clubs,Three,Clubs,Two,Spades,Four,Spades,Six,Hearts,Four
14079,Hearts,Four,Clubs,Five,Spades,Five,Diamonds,Six,Spades,Queen
14080,Spades,Eight,Clubs,Seven,Diamonds,Ten,Clubs,Six,Clubs,Five
14081,Diamonds,Seven,Spades,Eight,Diamonds,Two,Spades,Ace,Diamonds,Five
14082,Clubs,Seven,Hearts,Jack,Diamonds,Four,Diamonds,Ten,Diamonds,Queen
14083,Spades,Four,Spades,Queen,Diamonds,Five,Clubs,Four,Hearts,Three
14084,Clubs,Eight,Hearts,Nine,Clubs,Six,Diamonds,Ten,Spades,Nine
14085,Clubs,Queen,Spades,Six,Hearts,Ten,Clubs,Four,Clubs,Three
14086,Diamonds,Eight,Spades,Jack,Diamonds,Queen,Clubs,Jack,Clubs,Four
14087,Spades,King,Clubs,Nine,Clubs,Seven,Clubs,Jack,Hearts,Eight
14088,Clubs,Nine,Spades,King,Diamonds,Two,Diamonds,Seven,Clubs,Four
14089,Hearts,Ten,Diamonds,Ace,Clubs,Four,Clubs,Queen,Clubs,Five
14090,Clubs,Five,Spades,Ten,Hearts,Jack,Clubs,Ace,Clubs,Ten
14091,Hearts,Seven,Spades,Jack,Diamonds,Ace,Hearts,Two,Hearts,Nine
14092,Diamonds,Six,Spades,Five,Diamonds,Jack,Spades,Three,Clubs,Jack
14093,Diamonds,Jack,Spades,Queen,Clubs,Ace,Spades,Five,Hearts,Six
14094,Spades,Ace,Diamonds,Four,Clubs,Four,Clubs,Nine,Clubs,Five
14095,Diamonds,Three,Clubs,Five,Spades,Four,Diamonds,Ace,Hearts,Six
14096,Diamonds,King,Spades,King,Spades,Ten,Clubs,Ten,Diamonds,Jack
14097,Diamonds,Five,Hearts,Five,Hearts,Four,Diamonds,Eight,Spades,Eight
14098,Clubs,Four,Clubs,Nine,Spades,Four,Diamonds,Four,Clubs,Ten
14099,Diamonds,Eight,Diamonds,Three,Hearts,Three,Hearts,Ten,Spades,Eight
14100,Hearts,Jack,Spades,King,Clubs,Queen,Hearts,Nine,Clubs,Six
14101,Spades,Seven,Spades,Five,Diamonds,King,Diamonds,Jack,Hearts,Seven
14102,Clubs,King,Clubs,Ace,Spades,Three,Hearts,Ace,Spades,Ten
14103,Spades,Ten,Clubs,Three,Diamonds,Nine,Spades,Jack,Spades,Seven
14104,Diamonds,Ace,Spades,Four,Clubs,Queen,Clubs,Jack,Clubs,Ten
14105,Clubs,Five,Diamonds,Six,Clubs,Ten,Spades,Ace,Hearts,Four
14106,Clubs,Jack,Diamonds,Two,Hearts,King,Clubs,Seven,Diamonds,Ten
14107,Spades,Eight,Hearts,Queen,Diamonds,Ten,Hearts,Three,Spades,Four
14108,Spades,Ace,Spades,Three,Hearts,Nine,Hearts,King,Diamonds,Seven
14109,Hearts,Three,Hearts,Five,Spades,Six,Diamonds,Nine,Diamonds,King
14110,Hearts,Nine,Clubs,King,Clubs,Eight,Hearts,Seven,Spades,Five
14111,Hearts,Seven,Spades,Four,Hearts,Six,Hearts,Three,Diamonds,Seven
14112,Hearts,Five,Hearts,Ace,Spades,Seven,Clubs,Three,Hearts,Four
14113,Clubs,Six,Hearts,Seven,Spades,Jack,Spades,Seven,Diamonds,Ten
14114,Diamonds,Four,Clubs,Three,Hearts,Nine,Hearts,Three,Spades,Seven
14115,Clubs,Seven,Diamonds,Jack,Spades,Eight,Hearts,Ten,Spades,Six
14116,Hearts,Jack,Hearts,Six,Spades,Nine,Diamonds,Two,Clubs,Ten
14117,Clubs,Ace,Hearts,Queen,Diamonds,Seven,Clubs,Six,Hearts,Three
14118,Diamonds,Two,Clubs,Queen,Spades,Two,Hearts,Jack,Spades,King
14119,Hearts,Six,Hearts,Ace,Diamonds,Five,Clubs,Nine,Diamonds,Ace
14120,Hearts,Three,Spades,Ten,Clubs,King,Hearts,Eight,Clubs,Six
14121,Spades,Jack,Clubs,Eight,Clubs,King,Hearts,Five,Hearts,Three
14122,Hearts,Ten,Diamonds,Queen,Spades,Ace,Clubs,Four,Spades,Seven
14123,Diamonds,Five,Clubs,Ten,Spades,Five,Spades,King,Hearts,Five
14124,Clubs,Ten,Clubs,King,Spades,Six,Spades,Two,Spades,Queen
14125,Spades,Ace,Clubs,Queen,Clubs,Four,Hearts,Jack,Clubs,Seven
14126,Clubs,Three,Diamonds,Ten,Hearts,Queen,Hearts,Six,Clubs,Ten
14127,Diamonds,Ten,Diamonds,Two,Hearts,Five,Hearts,Six,Diamonds,King
14128,Spades,Queen,Hearts,Six,Clubs,Eight,Clubs,Queen,Spades,Two
14129,Diamonds,Two,Spades,Two,Clubs,Three,Diamonds,Four,Hearts,Ten
14130,Diamonds,Four,Diamonds,Six,Diamonds,Eight,Clubs,Six,Clubs,King
14131,Diamonds,Nine,Spades,Jack,Clubs,Five,Clubs,Queen,Diamonds,King
14132,Diamonds,Five,Spades,Two,Diamonds,Two,Clubs,Jack,Hearts,Queen
14133,Hearts,Eight,Diamonds,Four,Hearts,Queen,Hearts,Ten,Spades,Three
14134,Spades,Eight,Hearts,Ten,Clubs,Four,Clubs,Five,Clubs,Ace
14135,Hearts,Five,Diamonds,Seven,Diamonds,Five,Spades,Jack,Diamonds,Ace
14136,Clubs,Two,Diamonds,Jack,Spades,Seven,Diamonds,Five,Clubs,Five
14137,Spades,Ace,Diamonds,King,Hearts,Eight,Spades,Nine,Clubs,Three
14138,Hearts,Eight,Hearts,Five,Clubs,Six,Clubs,Ten,Clubs,Eight
14139,Hearts,Ten,Diamonds,Eight,Clubs,King,Diamonds,Four,Clubs,Five
14140,Diamonds,Three,Clubs,Nine,Hearts,Nine,Spades,Six,Spades,Eight
14141,Diamonds,Ten,Clubs,Two,Spades,Ten,Spades,Five,Clubs,Jack
14142,Hearts,Ten,Hearts,Seven,Clubs,Three,Diamonds,Two,Spades,Eight
14143,Clubs,Jack,Hearts,Jack,Spades,King,Hearts,Six,Diamonds,Ten
14144,Diamonds,Jack,Hearts,Six,Clubs,Two,Spades,Eight,Spades,Queen
14145,Diamonds,Seven,Clubs,Ace,Hearts,Ten,Spades,Three,Spades,Seven
14146,Hearts,King,Hearts,Nine,Hearts,Queen,Diamonds,Nine,Clubs,Nine
14147,Hearts,Eight,Clubs,Ace,Hearts,King,Spades,Eight,Clubs,Eight
14148,Spades,Six,Spades,Two,Clubs,Three,Clubs,Eight,Hearts,Four
14149,Spades,Five,Diamonds,Four,Clubs,Ten,Hearts,Nine,Spades,Queen
14150,Diamonds,Two,Hearts,Six,Hearts,Three,Hearts,Ace,Diamonds,Five
14151,Diamonds,Ten,Diamonds,Queen,Clubs,Five,Clubs,Eight,Diamonds,Six
14152,Spades,Seven,Hearts,Four,Spades,Two,Hearts,Nine,Diamonds,Two
14153,Diamonds,Jack,Hearts,Four,Spades,Five,Clubs,Two,Hearts,King
14154,Diamonds,Five,Diamonds,Two,Spades,Two,Clubs,Six,Diamonds,Eight
14155,Clubs,Ten,Spades,Ten,Hearts,Six,Spades,Jack,Hearts,Queen
14156,Clubs,Queen,Clubs,Two,Spades,Queen,Hearts,Ten,Spades,Ten
14157,Clubs,Two,Clubs,Three,Spades,Four,Diamonds,Five,Diamonds,Ten
14158,Hearts,Queen,Hearts,King,Spades,Two,Hearts,Six,Clubs,Jack
14159,Hearts,Ten,Diamonds,Ace,Hearts,Ace,Hearts,Jack,Diamonds,Jack
14160,Diamonds,Two,Diamonds,Six,Clubs,King,Hearts,Four,Diamonds,Three
14161,Diamonds,Seven,Hearts,Six,Spades,Five,Clubs,Jack,Clubs,Seven
14162,Hearts,Five,Clubs,Seven,Diamonds,Six,Diamonds,Nine,Diamonds,Two
14163,Diamonds,Six,Hearts,Six,Clubs,Nine,Spades,Three,Hearts,Ten
14164,Clubs,King,Clubs,Jack,Diamonds,Six,Spades,Seven,Diamonds,Eight
14165,Diamonds,Six,Hearts,Eight,Hearts,Two,Hearts,Nine,Hearts,Ten
14166,Clubs,Two,Diamonds,King,Spades,Ten,Spades,Four,Diamonds,Seven
14167,Spades,Queen,Spades,Seven,Hearts,Jack,Diamonds,Nine,Hearts,Three
14168,Clubs,Ten,Clubs,Six,Hearts,Five,Spades,Nine,Clubs,Five
14169,Hearts,Two,Spades,Two,Clubs,Nine,Diamonds,Six,Hearts,Three
14170,Spades,Nine,Spades,Eight,Spades,King,Hearts,Six,Hearts,Five
14171,Diamonds,Five,Diamonds,Three,Clubs,Eight,Hearts,Nine,Clubs,Nine
14172,Hearts,Five,Spades,Four,Spades,Jack,Hearts,Six,Hearts,Jack
14173,Diamonds,Queen,Hearts,Seven,Hearts,Nine,Clubs,Three,Clubs,Eight
14174,Diamonds,Queen,Clubs,Queen,Hearts,Two,Spades,Queen,Diamonds,Three
14175,Diamonds,Jack,Spades,Two,Spades,Nine,Hearts,Jack,Diamonds,Six
14176,Clubs,Ace,Clubs,Ten,Hearts,Ace,Diamonds,Eight,Spades,Eight
14177,Hearts,Queen,Diamonds,Five,Hearts,Six,Spades,Ace,Spades,Nine
14178,Clubs,Ten,Spades,Eight,Clubs,Ace,Spades,Seven,Diamonds,Queen
14179,Hearts,Eight,Diamonds,Jack,Hearts,Four,Diamonds,Seven,Clubs,Jack
14180,Diamonds,Ace,Diamonds,Three,Clubs,Three,Clubs,Seven,Hearts,Six
14181,Hearts,Queen,Hearts,Eight,Hearts,Four,Spades,Two,Hearts,Two
14182,Hearts,Ace,Hearts,Three,Diamonds,Nine,Diamonds,Four,Diamonds,Ace
14183,Clubs,King,Hearts,Ace,Hearts,Two,Hearts,Six,Spades,Two
14184,Hearts,Queen,Diamonds,Queen,Clubs,Five,Spades,King,Spades,Ten
14185,Clubs,Ten,Spades,Seven,Hearts,Queen,Hearts,King,Clubs,Jack
14186,Clubs,Three,Hearts,Four,Hearts,Eight,Clubs,Ace,Spades,Nine
14187,Spades,Jack,Spades,Eight,Clubs,Two,Hearts,Two,Hearts,Queen
14188,Clubs,Six,Diamonds,Queen,Spades,Four,Spades,King,Diamonds,Nine
14189,Hearts,Two,Clubs,Five,Clubs,Ace,Hearts,Ten,Clubs,Nine
14190,Diamonds,Seven,Hearts,Five,Spades,Seven,Diamonds,Nine,Clubs,Five
14191,Diamonds,Eight,Hearts,Eight,Hearts,Seven,Clubs,King,Diamonds,Four
14192,Spades,Five,Hearts,Ace,Clubs,Six,Hearts,Ten,Clubs,King
14193,Clubs,Two,Hearts,Six,Spades,Two,Spades,Seven,Hearts,Ace
14194,Clubs,Ten,Hearts,King,Hearts,Two,Hearts,Five,Clubs,Four
14195,Hearts,Queen,Spades,King,Diamonds,Six,Spades,Queen,Clubs,Nine
14196,Diamonds,Ten,Clubs,Queen,Spades,Three,Diamonds,Jack,Diamonds,King
14197,Hearts,Six,Spades,Eight,Diamonds,Eight,Diamonds,Ten,Clubs,Six
14198,Spades,Ace,Spades,Seven,Clubs,Three,Hearts,Six,Diamonds,Two
14199,Spades,Three,Hearts,Jack,Diamonds,Two,Spades,Queen,Clubs,Seven
14200,Diamonds,Jack,Clubs,Nine,Hearts,Five,Diamonds,Nine,Spades,Ten
14201,Hearts,Jack,Spades,Ace,Spades,Three,Hearts,Two,Diamonds,Jack
14202,Spades,Nine,Diamonds,Five,Hearts,Ace,Clubs,Ten,Hearts,Jack
14203,Hearts,Four,Clubs,Two,Hearts,Jack,Diamonds,Two,Diamonds,Ten
14204,Diamonds,Four,Diamonds,Two,Clubs,Jack,Diamonds,Eight,Diamonds,Ten
14205,Hearts,King,Hearts,Three,Clubs,Nine,Diamonds,Nine,Spades,Queen
14206,Hearts,Seven,Diamonds,Seven,Diamonds,Ace,Diamonds,Nine,Spades,Two
14207,Spades,Jack,Diamonds,Seven,Clubs,Queen,Spades,Four,Diamonds,Ten
14208,Diamonds,Three,Clubs,Five,Hearts,Jack,Spades,King,Spades,Jack
14209,Hearts,Seven,Spades,Queen,Clubs,King,Hearts,Six,Hearts,Five
14210,Clubs,Two,Spades,Ten,Hearts,Queen,Spades,Nine,Clubs,Four
14211,Spades,Six,Spades,Eight,Diamonds,Four,Spades,Ace,Clubs,Five
14212,Hearts,Four,Clubs,Six,Diamonds,Ten,Clubs,Seven,Hearts,Five
14213,Diamonds,Two,Clubs,Three,Clubs,Eight,Diamonds,Queen,Clubs,Five
14214,Clubs,Six,Spades,Six,Diamonds,Two,Clubs,Three,Clubs,Eight
14215,Diamonds,Ten,Hearts,Seven,Diamonds,Six,Hearts,Queen,Spades,Three
14216,Diamonds,Queen,Spades,Ace,Hearts,Jack,Clubs,Ten,Clubs,Three
14217,Spades,Two,Diamonds,Eight,Spades,Seven,Diamonds,Two,Spades,Five
14218,Diamonds,Ace,Spades,Five,Clubs,Seven,Diamonds,Three,Clubs,Eight
14219,Clubs,Three,Clubs,Queen,Hearts,Two,Spades,King,Diamonds,Jack
14220,Clubs,Nine,Hearts,Ace,Diamonds,Seven,Hearts,Seven,Clubs,Ace
14221,Spades,Queen,Hearts,Four,Diamonds,Eight,Clubs,Five,Hearts,Five
14222,Diamonds,Ten,Diamonds,Five,Clubs,Five,Hearts,Ten,Spades,Ten
14223,Diamonds,Five,Hearts,Ten,Diamonds,Seven,Spades,Ace,Spades,Queen
14224,Hearts,Four,Hearts,Six,Diamonds,Seven,Hearts,Eight,Spades,Six
