,Suit1,Card1,Suit2,Card2,Suit3,Card3,Suit4,Card4,Suit5,Card5
33332,4,7,3,13,4,10,3,8,4,9
806208,1,10,2,9,3,8,3,10,2,11
699930,4,6,3,2,4,8,3,1,1,11
645935,3,2,1,8,1,11,4,12,2,8
670451,3,13,1,6,1,4,1,13,3,2
623073,1,13,4,3,3,9,2,6,1,10
830729,1,4,2,5,3,1,4,4,1,13
783428,1,8,4,1,3,11,4,5,2,1
389972,2,12,2,3,2,7,2,8,2,1
721744,1,8,3,3,4,2,3,9,1,12
590074,4,9,1,4,3,8,4,10,4,13
401876,3,7,4,8,4,4,1,6,3,4
7378,2,10,2,7,1,10,2,2,2,11
29166,2,13,1,3,4,11,3,1,3,4
186835,3,2,3,8,3,12,3,4,4,13
560967,1,11,3,6,2,2,2,1,4,13
564820,1,2,4,7,4,11,1,6,4,1
354649,1,1,4,2,4,13,3,1,3,2
545680,4,11,3,6,2,10,4,7,1,4
742699,3,4,3,12,4,6,3,10,4,3
998668,4,10,1,4,3,3,1,6,2,1
615084,4,3,3,8,2,13,2,10,4,8
398341,3,5,2,7,4,2,2,11,4,5
933217,2,5,4,10,1,5,2,13,1,2
231536,2,4,3,10,4,9,3,11,4,10
438581,3,5,1,4,3,2,1,1,1,7
423177,1,13,1,7,4,4,2,13,3,7
42126,4,9,3,10,4,11,3,8,4,4
358031,4,6,3,7,4,5,2,11,3,8
337403,1,2,1,1,4,10,2,4,4,11
52089,2,5,2,2,2,3,3,1,3,12
994672,3,13,3,1,2,4,1,7,2,12
810626,4,2,3,1,4,1,4,13,4,3
698095,2,4,1,10,3,12,1,11,3,13
322728,4,4,4,9,3,10,4,11,2,11
248348,2,13,1,12,4,4,4,13,1,10
974293,2,7,1,3,4,2,2,9,4,1
46019,2,7,1,4,2,12,4,3,3,3
975683,4,8,1,12,1,10,3,10,4,13
918124,2,3,3,8,4,6,1,4,3,7
510180,2,4,4,2,2,3,1,3,2,9
432481,4,12,3,3,3,1,3,11,2,7
697023,2,12,1,7,1,1,4,13,3,13
77025,4,6,4,13,2,8,2,4,3,8
108412,2,12,1,5,4,5,2,8,1,1
445107,3,7,4,4,1,11,2,9,1,8
474902,4,13,3,1,2,13,1,12,1,9
136316,3,9,2,1,4,4,1,13,4,5
812430,2,5,2,2,2,9,1,11,3,12
706455,2,13,3,1,2,4,1,1,4,1
937038,3,13,2,11,3,10,2,3,2,12
333262,3,3,3,6,4,2,3,2,1,13
430168,2,4,4,1,4,7,3,7,1,6
416713,2,11,1,2,3,13,2,9,2,7
339774,2,5,2,2,2,3,1,13,3,11
669925,2,13,1,2,2,5,3,7,4,5
415261,1,4,4,12,1,12,1,2,1,13
195275,2,7,4,11,2,11,2,4,1,3
4250,3,12,2,11,2,10,2,8,3,6
162983,1,7,3,7,2,1,3,10,2,3
612849,4,5,3,4,3,10,3,3,3,7
378732,4,2,1,2,2,6,4,7,2,8
760965,3,3,1,10,1,3,2,4,4,12
125113,3,8,2,2,2,11,1,8,2,4
53816,3,2,4,12,3,12,2,9,1,1
207363,2,7,4,8,3,12,3,8,4,3
530976,3,1,2,12,4,2,3,3,1,7
45319,1,2,1,10,4,11,1,11,3,8
741761,3,8,4,8,3,12,4,1,2,13
681865,4,12,1,2,2,4,2,2,3,5
591525,4,5,1,1,2,2,2,12,2,6
557653,2,10,1,2,1,12,4,6,3,7
109126,3,11,4,1,4,8,2,10,2,11
39918,4,2,1,9,1,5,4,4,2,2
159881,1,6,2,3,3,1,2,10,1,10
130318,3,6,3,7,4,1,2,13,2,1
568423,1,6,4,4,4,8,1,7,3,3
673548,2,5,3,13,2,6,1,7,4,12
182537,1,6,3,4,4,5,3,10,1,5
777501,4,12,3,3,2,2,3,12,3,6
581060,3,4,2,8,3,11,3,6,4,3
316987,2,6,1,13,2,1,1,3,1,5
528665,1,10,1,12,1,3,2,7,4,11
268289,2,9,1,4,1,6,2,12,4,3
470462,3,13,4,3,1,13,2,4,2,5
967174,2,3,1,11,3,1,1,12,1,5
777649,2,3,4,5,2,12,4,11,2,4
766064,4,1,2,8,1,5,2,4,1,3
871683,3,3,4,3,1,13,1,4,2,6
656917,4,10,2,4,3,5,3,11,2,7
704420,2,6,1,2,3,3,1,6,4,11
980476,1,8,3,4,2,11,1,9,4,12
100164,3,11,4,1,2,11,4,10,2,7
465472,3,13,1,6,2,6,1,3,4,1
853664,3,7,1,8,3,11,4,5,3,4
128355,4,6,4,4,4,5,4,3,3,4
769862,2,8,1,11,3,6,4,4,4,13
168105,2,8,2,7,1,2,1,12,1,5
240094,4,11,3,6,2,3,1,10,1,2
357044,2,5,2,2,2,12,1,5,3,13
997488,4,11,2,4,2,13,1,9,1,4
614116,1,2,3,7,3,5,3,6,3,12
872376,4,13,1,8,1,9,3,5,3,10
24306,1,8,1,2,3,13,4,5,3,7
421612,4,6,3,11,1,6,1,11,4,12
803196,3,7,3,4,4,9,1,11,2,6
205065,1,9,3,13,3,8,1,4,4,5
192289,2,9,1,5,3,9,4,12,4,13
367743,4,13,1,12,3,12,4,9,3,11
327102,2,3,1,4,3,9,3,12,2,8
177992,1,3,2,6,4,3,1,7,4,13
304590,1,6,4,5,2,10,2,6,3,8
948465,4,7,1,11,4,10,2,3,1,3
757759,1,6,1,11,4,6,4,12,2,4
363578,4,6,4,10,1,7,2,5,4,12
739210,1,5,4,8,4,1,1,1,3,10
275319,4,11,2,8,3,13,2,1,1,3
715378,2,13,1,13,1,4,1,9,3,5
615134,1,7,4,3,4,7,4,5,3,3
199959,4,13,1,7,3,2,1,10,2,2
556264,3,11,3,10,3,3,1,11,2,7
687046,1,9,1,13,1,3,3,2,4,11
818800,4,13,1,9,4,10,1,5,3,4
731559,3,10,1,4,4,9,3,9,4,4
143944,3,3,1,3,3,11,1,6,1,7
551254,4,11,3,5,3,1,1,5,3,12
360052,4,5,4,3,1,3,2,13,3,6
515623,3,6,1,10,3,8,3,9,2,11
616762,2,1,3,10,3,11,2,12,4,13
754387,4,2,4,8,2,12,3,6,4,1
244408,3,6,1,4,4,3,2,8,3,1
901843,3,8,1,12,3,2,1,3,4,7
138291,1,13,1,10,3,11,1,1,3,8
946158,4,12,1,7,3,5,1,3,3,8
922937,1,5,4,4,1,6,2,6,2,11
286271,1,3,4,4,4,9,3,12,3,10
940788,1,2,4,8,1,11,1,13,4,13
691805,3,13,2,12,1,4,4,4,4,2
84434,1,11,1,9,3,13,4,12,2,3
901513,4,8,2,5,1,3,2,8,3,2
32283,4,9,1,7,4,8,2,10,2,13
491111,4,9,2,6,2,8,4,3,3,7
643246,3,2,1,12,3,9,1,3,3,5
877250,4,10,4,11,1,12,1,11,4,2
675693,3,6,1,2,4,1,2,11,3,5
72959,4,11,4,8,1,6,3,2,1,7
148140,2,11,3,7,4,8,2,4,4,5
618853,2,9,3,9,4,7,4,8,3,5
722263,1,1,2,10,3,1,1,8,4,10
522686,3,10,1,3,4,2,4,4,2,7
716568,3,3,2,11,2,3,3,11,1,11
339319,4,3,4,1,3,1,2,10,3,2
892486,1,11,1,1,4,11,4,6,3,13
987580,1,1,2,10,4,12,3,8,1,11
187918,3,12,2,9,3,13,1,9,2,8
487466,4,5,1,3,1,8,4,12,1,1
499471,4,10,1,12,3,7,2,9,4,4
240918,2,12,1,11,2,8,4,12,1,10
75859,4,13,2,5,3,10,2,11,1,6
944929,3,1,2,5,3,2,4,13,1,11
710695,1,2,3,10,3,3,3,2,1,4
851846,1,12,3,5,4,8,3,1,1,11
913581,1,2,4,12,2,3,4,2,4,9
314622,4,12,2,7,3,10,2,5,2,4
664559,4,8,4,10,1,10,1,12,1,6
452945,1,1,3,6,3,11,4,8,1,3
30365,1,2,3,13,1,11,4,1,2,1
995569,3,7,1,5,4,10,2,8,2,6
138237,4,6,3,5,4,3,1,8,4,2
162117,4,9,2,6,4,6,4,12,4,1
915560,2,7,1,7,3,2,3,4,2,5
883366,2,10,1,10,4,10,2,2,1,1
211413,1,13,4,2,2,9,4,1,3,4
275436,2,12,4,11,2,10,3,3,4,3
723924,4,10,2,11,1,7,1,10,1,3
354250,1,5,1,1,3,5,1,4,4,12
481732,1,11,3,11,1,4,3,2,2,6
916378,1,1,2,11,2,1,2,7,1,12
7396,1,7,3,2,3,9,2,12,2,7
742293,2,11,1,5,3,2,3,1,3,7
357831,2,5,2,1,4,7,1,6,1,4
186363,2,5,3,3,2,2,1,3,1,6
202644,3,10,2,3,3,8,4,2,4,11
250478,2,6,2,11,1,3,1,10,4,10
100487,3,6,4,8,4,5,4,6,3,1
531692,4,9,1,10,3,3,2,12,1,12
471981,3,12,2,10,3,10,4,4,1,6
601215,4,5,4,6,1,1,4,1,1,2
822749,3,11,4,11,3,6,3,9,2,13
289678,3,10,4,5,3,2,3,7,1,3
196673,2,12,4,3,1,13,4,2,3,5
111065,2,3,3,7,4,4,3,11,1,4
853881,2,4,3,7,3,6,2,9,3,2
971349,4,2,1,9,4,11,4,10,3,8
367982,4,2,3,3,2,3,2,6,1,3
83658,2,3,1,9,2,8,3,12,2,13
345863,3,11,2,10,4,9,4,13,2,1
808487,3,5,1,7,1,6,3,6,4,8
667467,3,5,2,12,1,9,4,8,1,7
430039,3,8,2,2,1,12,3,3,3,7
577367,2,8,3,1,3,11,2,7,3,5
13280,1,3,3,1,3,5,4,3,2,7
15431,2,3,2,11,2,1,3,10,1,13
593253,3,3,1,2,2,3,4,7,1,4
428926,1,11,1,12,1,8,3,5,1,13
489432,1,2,3,4,2,7,2,5,4,9
673905,3,5,3,2,2,8,1,10,3,10
46435,2,13,2,12,3,6,2,1,4,13
84023,4,12,4,8,4,4,4,11,3,7
847595,1,3,3,11,3,8,2,2,4,7
454120,3,9,1,13,3,4,3,10,3,13
506809,4,12,4,6,1,6,3,5,1,5
524889,1,5,4,1,3,2,3,12,2,11
13517,2,10,3,10,1,10,3,2,4,6
866007,3,1,3,3,1,12,1,11,2,6
29445,4,9,1,12,3,6,1,2,4,13
31491,4,10,4,12,1,8,2,5,1,13
998917,2,3,4,2,3,6,2,4,1,4
97129,2,10,4,8,1,1,4,2,2,2
280299,4,4,1,11,3,11,2,11,4,7
844900,4,12,3,11,2,5,2,3,3,4
887866,1,5,3,3,1,3,4,10,2,3
721219,4,6,2,4,3,1,1,13,3,2
755749,1,12,2,9,2,12,3,9,2,5
317956,2,11,3,8,3,7,3,6,1,10
836946,2,13,1,9,1,3,3,7,1,11
558555,4,8,4,6,1,5,4,9,2,13
512506,3,1,2,4,4,7,4,13,3,10
277450,4,4,1,4,3,10,2,11,3,4
573995,1,13,1,12,4,5,4,4,2,9
288362,3,9,3,3,2,1,3,10,4,11
704756,3,9,1,10,2,2,2,1,4,7
75791,4,7,2,4,3,9,3,11,1,10
125696,3,7,4,7,2,13,2,2,4,1
129133,4,12,1,10,4,3,4,6,1,5
518937,2,13,4,10,3,6,1,12,4,6
964700,2,1,4,10,1,6,2,8,3,11
289322,1,11,4,6,1,6,1,4,2,3
136394,3,12,1,1,2,5,2,9,4,3
831568,1,12,2,13,3,9,3,1,1,6
704407,4,4,2,10,4,10,2,2,2,9
64271,1,10,1,12,3,2,2,10,1,1
904469,4,1,2,2,4,12,3,4,1,1
318979,3,2,2,10,3,10,1,7,3,7
662225,3,8,1,4,3,11,3,2,2,9
346513,4,7,2,6,4,5,1,10,2,4
927122,1,13,2,6,2,11,1,10,3,10
868491,1,4,3,1,1,13,2,3,1,6
883022,4,2,4,13,2,13,1,6,3,1
519618,1,4,1,10,2,10,3,2,3,13
707600,4,3,1,6,1,10,4,9,4,13
504601,2,13,2,1,2,3,3,2,3,10
725910,2,1,1,2,3,10,1,5,4,5
507417,4,2,3,7,4,5,3,9,4,10
241659,3,11,2,10,1,9,4,13,3,9
529623,2,11,2,5,2,9,1,2,4,10
412417,1,1,2,7,4,12,4,10,4,6
582580,4,11,2,3,3,12,1,9,3,6
49804,1,13,4,1,2,4,1,10,4,11
839380,4,7,2,9,2,11,3,6,1,3
995758,1,12,1,7,3,8,2,5,3,1
887205,3,7,3,4,1,13,3,11,3,3
583783,1,6,3,4,2,6,4,11,3,12
357157,4,4,3,8,2,13,3,3,4,6
530530,3,3,1,4,3,11,4,8,1,2
614799,4,9,2,1,3,10,4,2,3,9
19334,1,13,4,8,4,1,1,4,2,9
152588,1,4,3,7,1,6,3,2,4,1
68991,4,1,1,1,4,10,1,8,2,1
254617,1,10,1,7,4,2,3,4,4,5
790027,3,7,1,6,3,9,3,6,3,12
627918,2,4,2,13,2,5,2,1,3,7
860089,1,13,3,3,3,4,1,10,3,5
278646,1,9,4,6,2,10,1,12,3,12
872036,2,9,1,8,3,3,2,12,3,1
102972,4,11,4,13,2,2,4,4,1,9
622416,3,13,1,3,2,12,2,7,4,11
958709,4,5,1,7,1,12,4,10,1,5
897125,3,3,2,8,3,4,1,9,4,13
506992,2,12,1,5,4,8,3,9,1,3
190012,3,7,4,3,2,13,3,8,1,10
117533,2,6,4,9,4,1,2,4,2,5
779452,3,4,4,8,4,2,2,2,1,2
176553,2,1,1,6,4,12,2,12,3,10
496202,1,4,1,8,3,13,2,2,1,11
43272,3,4,1,10,4,8,1,7,3,5
808913,2,9,2,3,1,8,4,9,1,1
198421,3,6,4,4,3,2,1,7,4,7
972420,1,4,3,12,4,1,4,9,2,13
241137,3,11,1,7,1,3,1,8,4,3
717569,1,6,2,11,3,2,3,13,1,8
226743,4,6,3,1,4,4,3,4,4,10
83760,2,10,3,11,2,8,3,6,1,3
589452,1,2,1,9,1,8,1,12,4,2
805835,3,12,3,7,4,10,4,1,4,7
111511,4,8,3,6,4,12,3,9,1,2
993978,4,10,3,2,3,1,2,2,3,11
763137,1,1,4,13,3,10,2,6,3,1
192869,2,7,2,11,1,11,2,10,2,9
989384,2,2,4,9,1,10,4,11,4,5
518022,4,1,2,7,2,2,3,1,4,12
899388,1,13,4,4,2,9,2,11,2,6
845528,3,7,3,12,2,1,3,9,1,7
646827,2,11,1,2,4,4,3,7,4,10
405733,1,6,4,6,3,9,1,1,1,11
925638,2,2,1,9,2,13,4,6,4,10
400997,3,5,4,2,1,10,1,6,3,11
49580,2,1,2,8,2,13,3,7,2,3
455421,3,12,3,2,4,11,1,9,2,10
40708,4,12,2,12,4,11,3,1,2,4
50394,4,2,2,9,2,2,4,4,1,9
324048,3,9,4,2,3,6,3,12,1,10
586772,1,8,2,12,3,4,4,5,4,6
828675,3,11,1,13,1,8,1,12,4,11
586805,3,5,3,9,2,3,3,3,2,8
475638,4,3,2,10,4,8,3,6,3,12
803840,2,5,3,6,1,13,1,8,4,8
660063,3,10,4,11,1,1,2,2,2,9
225397,3,5,3,13,3,8,4,4,1,12
303778,4,7,3,10,3,6,3,1,3,5
253278,3,5,1,10,3,7,3,11,4,8
856091,4,4,1,8,2,11,2,5,4,6
261481,1,3,2,5,1,13,1,1,3,1
220350,2,9,3,12,4,4,1,12,1,8
788143,3,11,4,10,3,5,4,6,2,7
807876,1,13,4,2,1,7,4,6,1,11
868718,3,9,4,7,1,9,1,6,3,3
116045,3,12,1,5,4,2,2,13,4,7
202980,4,4,1,9,3,2,2,2,4,7
366267,3,8,3,5,1,13,1,8,4,8
496491,2,13,4,5,3,4,3,12,3,7
858864,1,8,4,11,1,3,3,13,4,7
990871,4,7,2,4,3,12,3,3,2,3
27927,4,10,2,9,3,13,4,11,3,11
962199,1,8,3,7,3,8,2,2,1,2
306392,1,6,3,2,1,5,3,3,2,7
608776,4,5,2,5,2,1,2,7,3,1
289994,4,9,2,6,3,12,4,4,2,9
748119,1,10,1,8,4,12,1,13,1,1
336186,3,8,2,12,1,1,2,6,3,4
609601,4,10,2,9,1,5,3,13,4,9
651818,2,7,2,1,1,9,1,10,3,2
938347,1,9,2,12,4,2,4,6,2,8
871476,4,1,2,2,1,12,1,1,4,3
389166,1,6,2,7,4,9,1,7,4,12
69955,3,11,2,13,4,11,2,10,3,1
873231,4,12,4,7,3,8,4,11,4,5
147906,2,1,3,6,4,13,1,11,4,9
462054,2,2,1,3,4,6,4,9,2,8
296089,1,4,3,4,3,2,3,13,1,13
890924,3,3,2,12,3,2,3,11,2,7
587193,4,9,3,9,4,5,1,10,2,8
892940,4,4,1,8,3,1,3,11,1,11
426293,2,13,1,1,2,5,1,10,2,10
173617,4,11,2,11,4,2,1,4,2,9
785294,4,9,2,12,3,2,4,5,4,10
993509,1,8,3,7,2,5,2,7,3,8
887144,4,3,2,11,1,8,2,1,4,12
700166,4,13,4,5,3,8,1,1,4,6
651183,4,3,2,4,1,9,1,7,4,6
9588,3,8,4,3,1,4,4,7,4,8
249139,3,8,4,1,2,13,3,5,3,1
520586,2,10,1,2,3,7,2,12,2,13
194059,3,7,2,6,4,13,1,3,2,4
54462,3,4,4,1,1,2,3,10,4,9
557142,1,10,2,4,1,13,4,6,1,4
811770,1,6,1,11,1,1,1,7,2,7
155645,1,8,4,2,4,10,4,5,4,4
52311,3,3,3,13,1,6,2,2,4,2
856303,3,8,4,12,3,12,2,8,2,11
319205,3,1,4,2,4,11,1,5,2,8
986288,4,10,4,2,3,8,1,5,3,9
463902,1,8,4,3,3,5,4,4,1,12
932832,2,5,3,8,2,12,1,10,3,9
964723,2,12,3,8,4,9,4,6,3,7
359486,3,10,3,11,1,13,4,8,2,6
632472,1,4,2,2,4,4,4,2,3,2
902520,4,8,1,9,4,10,3,12,3,5
439850,2,1,4,10,1,8,3,12,1,2
140842,3,11,4,8,2,8,1,2,3,13
464554,1,1,4,4,1,13,2,6,3,7
123772,2,12,3,11,3,6,3,13,3,2
486114,2,3,2,6,4,5,4,13,3,3
641235,4,9,1,9,3,9,2,12,1,13
987397,1,9,2,3,3,10,1,11,1,2
205703,3,10,1,7,4,1,4,6,3,6
776944,4,12,3,13,2,3,4,1,1,6
861247,1,8,4,2,3,6,2,11,3,10
500899,3,3,3,11,2,1,3,8,3,4
922002,2,13,3,9,3,7,3,3,1,8
195984,3,13,2,7,2,10,4,6,1,7
35813,2,3,3,3,4,13,1,8,3,1
995107,3,13,3,11,3,8,3,3,3,12
77998,3,10,1,6,4,6,3,4,1,9
311051,1,4,3,13,3,3,3,11,3,1
750229,4,9,2,12,1,4,4,8,4,3
421410,2,8,1,6,2,12,2,6,1,13
391406,2,9,1,4,2,3,1,2,2,6
704283,3,7,1,13,2,5,4,5,1,3
442304,1,5,2,5,2,6,2,7,1,10
801771,1,11,1,2,2,12,3,1,1,6
124593,2,6,4,12,1,2,2,11,4,8
601285,2,11,3,3,3,10,2,4,3,13
58257,1,5,3,4,3,5,3,11,2,4
738108,1,2,2,3,1,1,4,12,2,1
377851,3,4,4,12,3,5,3,10,1,2
507515,3,9,1,7,4,12,1,11,1,10
865993,3,11,3,1,2,11,3,3,4,3
593137,1,6,3,9,4,10,2,10,2,9
576177,1,12,4,2,3,6,2,3,4,13
283429,3,2,1,8,1,11,2,5,4,13
231803,2,13,4,6,3,7,2,11,3,4
539602,4,11,2,2,3,11,4,4,3,1
927473,1,13,1,12,1,3,3,1,3,3
832938,1,12,4,4,2,4,1,3,2,3
71314,3,2,4,11,1,7,1,13,3,1
426547,4,9,1,3,2,6,2,1,4,3
221787,3,9,1,8,4,12,1,6,4,4
368247,1,3,3,10,4,10,1,4,3,9
657146,1,1,2,10,2,1,2,2,1,12
365204,4,1,3,13,2,3,4,7,4,3
340084,4,3,3,6,2,1,4,7,2,13
830217,4,13,2,10,1,8,2,9,2,7
521541,1,13,3,1,1,8,2,11,4,5
778144,2,11,3,9,4,12,3,11,2,9
400295,4,5,4,1,2,10,3,8,3,11
720112,3,1,3,5,1,1,3,4,2,11
280259,3,3,2,13,1,1,2,9,4,1
386322,4,4,2,7,4,7,2,8,4,3
631764,3,2,3,1,4,6,2,9,4,13
670797,3,1,4,12,1,10,3,3,2,3
58402,4,13,2,5,3,5,2,3,2,2
190524,1,4,3,6,1,2,2,13,3,13
959584,1,6,2,11,1,3,2,2,3,12
851101,4,6,1,7,1,4,1,11,4,7
275201,2,5,3,1,3,3,1,6,1,8
639320,3,2,1,5,2,8,4,3,2,9
349232,1,4,2,11,1,6,2,4,3,10
713382,3,13,1,1,2,11,1,5,1,10
63093,1,4,2,1,2,11,1,8,1,10
745242,2,11,3,9,4,8,2,4,2,5
858025,3,5,1,4,4,4,2,3,3,6
864159,1,2,4,4,4,7,1,3,2,5
878971,4,10,1,1,2,6,2,7,3,9
276635,1,5,4,6,1,8,3,9,1,2
111445,1,9,2,10,1,11,4,9,1,2
643835,3,5,3,2,4,9,1,6,1,1
236131,3,1,3,5,4,2,4,12,2,5
822348,3,3,2,11,3,7,1,12,3,5
226274,1,9,2,6,1,11,2,13,3,10
49951,2,6,1,7,3,5,3,7,1,8
753259,4,8,3,10,2,10,2,13,2,12
895738,3,5,4,8,4,3,1,1,3,1
126133,2,1,1,6,3,11,3,2,3,10
356054,4,10,4,13,3,6,3,4,3,8
931334,3,10,4,2,1,6,3,3,2,3
626080,1,1,3,2,3,4,3,1,4,5
349029,4,10,4,9,3,6,2,10,2,7
480099,3,1,3,13,4,6,2,2,3,4
808269,2,7,3,13,3,5,1,9,4,3
231648,2,7,4,5,1,2,3,5,1,3
238768,2,4,3,7,4,4,2,7,1,6
239342,4,9,4,1,1,6,2,11,2,2
593672,4,6,3,1,3,13,3,5,2,10
86285,1,9,1,1,4,5,3,5,3,10
82882,1,8,3,4,2,12,1,9,3,13
324601,2,1,3,11,1,7,3,12,2,8
111757,4,13,1,10,1,12,4,2,4,10
795016,2,5,1,7,4,1,3,8,4,11
172932,4,7,3,3,4,3,1,6,3,5
255968,4,3,4,6,2,7,3,1,3,10
351490,1,6,3,1,3,9,4,5,4,1
54119,3,13,1,2,3,11,1,3,1,10
28337,4,6,1,12,1,5,1,13,2,5
297784,4,9,4,3,1,11,2,7,1,13
185906,2,10,3,8,1,2,4,9,2,3
128667,1,5,1,7,3,4,4,13,2,1
873971,3,4,3,6,2,12,1,2,4,5
763488,2,11,1,12,2,10,2,1,4,5
499508,2,8,3,3,3,12,2,10,4,9
342656,2,10,3,4,3,5,3,13,1,8
114022,4,13,3,11,2,8,2,2,2,1
758966,2,1,2,10,2,2,2,6,4,10
285471,4,9,1,11,4,3,4,5,4,7
166816,2,3,1,5,1,11,1,10,4,6
495562,2,10,2,6,1,13,3,8,1,3
696163,4,13,3,6,4,12,4,2,1,7
681490,4,12,1,2,2,6,2,7,3,1
361004,2,12,3,5,4,6,4,7,1,2
388265,4,2,4,9,1,8,2,8,3,8
990885,1,6,2,1,1,1,4,2,4,4
553300,2,4,4,8,1,10,1,4,1,3
244915,1,13,4,4,2,7,2,8,2,6
131223,1,11,3,12,4,5,2,5,2,9
98101,4,4,4,11,1,10,1,8,4,13
838207,1,11,2,1,1,7,4,3,2,12
739012,1,2,1,13,1,11,4,10,2,9
684664,2,11,4,13,2,5,2,13,4,5
62663,1,1,1,10,3,4,4,3,3,2
623986,4,1,2,6,1,13,2,3,1,2
987529,4,9,1,6,3,12,1,13,1,9
152155,2,10,1,1,2,5,1,13,2,8
608328,4,4,1,11,3,4,2,10,4,2
689053,1,13,1,12,3,4,4,7,2,7
35024,2,9,2,5,1,8,1,13,4,10
453604,4,12,3,10,1,4,2,7,2,9
211235,2,13,2,5,3,9,3,5,1,11
651585,3,4,1,5,4,1,2,10,4,6
373741,2,7,4,9,2,12,4,12,2,6
854815,1,3,2,3,4,10,3,3,1,2
708770,2,12,1,7,4,13,4,10,1,1
465195,1,8,2,9,2,4,4,1,3,8
169652,2,1,1,12,4,3,2,6,3,6
253441,3,10,3,2,4,10,3,3,3,4
479195,3,1,1,3,1,6,2,6,1,11
342165,2,6,4,9,3,5,4,3,1,6
170712,2,13,2,11,4,13,3,3,3,5
822663,1,11,1,4,4,2,3,1,1,6
424303,2,13,4,7,3,12,2,2,1,6
577741,2,6,1,11,4,11,4,13,1,7
898272,3,8,3,9,4,13,4,9,4,12
49219,4,7,2,5,3,4,2,12,1,2
499680,3,4,2,3,3,12,2,7,4,2
248824,4,7,2,4,2,1,2,6,3,12
306556,1,8,4,9,2,9,2,6,1,12
997008,4,11,2,3,1,13,4,8,2,12
112220,4,11,1,2,4,6,2,12,3,9
555385,4,1,4,2,2,12,4,7,1,6
346854,2,9,4,4,1,10,2,6,2,3
924594,4,12,2,10,3,10,1,2,3,13
770383,4,3,3,7,2,11,4,11,3,11
456050,3,13,3,10,1,9,1,3,4,13
956361,3,13,1,9,2,8,4,1,1,10
480304,2,13,2,3,1,12,2,11,2,1
504832,1,1,4,3,2,10,1,9,3,7
120494,3,10,2,4,1,8,3,8,3,13
236291,3,7,4,4,1,11,2,9,2,1
969172,1,10,3,2,1,12,4,1,3,10
334883,2,7,2,2,2,10,1,3,3,5
606486,2,9,2,1,3,10,4,3,1,6
599180,1,11,3,7,1,8,4,5,4,2
595243,4,10,3,4,3,9,2,13,1,13
781270,3,1,4,9,1,3,2,5,2,8
801237,2,1,3,11,1,5,4,8,3,10
733760,3,2,2,1,1,10,3,1,2,10
146227,2,9,2,10,2,13,3,11,2,11
935319,1,3,2,11,1,11,1,8,2,3
50752,1,5,3,6,3,4,2,1,3,12
123423,3,10,4,1,4,10,2,10,1,5
732167,4,4,1,4,4,9,2,1,4,10
310246,1,6,1,9,2,3,1,4,1,7
334506,2,1,2,5,1,6,4,12,1,2
431663,3,12,4,3,1,13,4,7,2,7
5984,4,7,4,13,2,13,2,2,3,8
84427,4,6,2,7,2,1,1,7,4,10
38081,2,7,1,7,1,8,3,6,3,5
750775,2,1,1,11,4,4,3,5,2,3
270312,3,9,2,5,4,6,1,9,3,8
255803,3,12,4,10,2,4,1,6,1,11
344212,2,5,3,7,1,5,3,10,2,6
111317,4,6,1,5,4,8,4,13,4,2
768026,2,13,4,7,3,2,2,7,1,12
150115,3,1,2,3,1,4,4,7,4,2
736645,3,3,2,5,4,10,1,12,2,6
916398,2,6,4,13,3,12,4,4,3,1
182109,3,6,2,13,3,4,2,10,3,9
145605,2,5,4,12,1,11,2,6,4,2
457184,1,6,4,8,2,3,3,6,1,11
489838,4,1,1,2,1,12,2,4,4,4
404701,2,2,2,12,1,5,2,3,2,8
25995,4,2,3,10,4,3,1,7,2,8
145281,3,4,3,9,1,13,2,3,3,13
350914,4,8,4,3,3,9,2,13,1,12
123819,4,9,4,3,1,2,2,1,2,11
85242,4,13,3,4,3,7,2,12,2,4
726092,2,3,1,5,2,9,1,7,2,11
824232,4,3,1,3,3,2,2,8,2,2
319172,1,1,4,9,2,7,2,4,3,6
598700,1,2,3,1,3,6,4,4,1,7
453896,4,6,3,5,2,3,1,10,4,3
319694,2,6,2,8,1,10,1,4,1,8
591524,4,5,4,11,2,6,3,13,2,1
305848,1,1,2,4,1,2,1,11,3,5
441585,2,10,2,3,1,1,4,5,3,5
486327,3,3,1,3,4,2,4,1,1,11
69904,4,6,2,13,4,3,4,1,3,9
442551,2,7,2,11,2,4,3,9,3,4
955917,3,10,3,4,1,3,4,7,4,9
95965,1,13,3,3,3,13,1,4,1,12
74583,3,3,1,2,4,7,3,10,4,6
194407,4,2,2,5,2,3,4,4,3,2
635860,2,10,3,5,4,7,1,13,4,2
815219,2,12,1,6,4,4,4,13,4,12
929639,3,13,2,7,4,4,3,10,1,1
681441,2,2,2,4,1,7,4,12,1,12
202037,3,10,2,9,3,9,2,2,2,5
139734,2,1,4,5,1,1,4,7,2,6
149709,2,11,2,13,4,9,4,1,1,3
240997,2,11,2,6,4,11,3,1,4,4
657253,2,3,2,6,1,8,3,3,4,1
78796,1,9,4,7,2,10,4,8,3,9
973887,1,7,3,7,1,4,3,6,4,3
298733,1,3,2,3,3,2,1,12,3,8
136544,4,6,2,12,1,10,2,8,2,3
974319,4,2,3,1,2,2,3,6,2,10
441430,4,1,4,8,2,8,4,12,3,7
