,Poker Hand
13294,1
13295,1
13296,0
13297,1
13298,0
13299,1
13300,1
13301,1
13302,0
13303,0
13304,0
13305,0
13306,0
13307,0
13308,0
13309,2
13310,1
13311,1
13312,3
13313,1
13314,0
13315,1
13316,0
13317,1
13318,1
13319,1
13320,0
13321,0
13322,0
13323,0
13324,0
13325,0
13326,1
13327,0
13328,0
13329,0
13330,1
13331,2
13332,0
13333,1
13334,1
13335,1
13336,1
13337,1
13338,0
13339,2
13340,1
13341,1
13342,0
13343,0
13344,0
13345,0
13346,1
13347,0
13348,0
13349,1
13350,1
13351,0
13352,0
13353,1
13354,1
13355,0
13356,0
13357,1
13358,0
13359,1
13360,3
13361,0
13362,1
13363,0
13364,0
13365,1
13366,0
13367,1
13368,1
13369,1
13370,1
13371,0
13372,1
13373,1
13374,2
13375,1
13376,0
13377,1
13378,1
13379,0
13380,1
13381,0
13382,0
13383,0
13384,1
13385,2
13386,1
13387,1
13388,0
13389,0
13390,0
13391,0
13392,1
13393,1
13394,1
13395,1
13396,1
13397,0
13398,1
13399,0
13400,0
13401,0
13402,0
13403,1
13404,0
13405,0
13406,0
13407,1
13408,0
13409,0
13410,1
13411,0
13412,0
13413,0
13414,0
13415,0
13416,1
13417,1
13418,0
13419,1
13420,0
13421,1
13422,1
13423,2
13424,1
13425,1
13426,0
13427,0
13428,1
13429,0
13430,0
13431,0
13432,1
13433,0
13434,1
13435,0
13436,0
13437,1
13438,1
13439,1
13440,0
13441,1
13442,1
13443,0
13444,0
13445,0
13446,0
13447,0
13448,1
13449,0
13450,0
13451,1
13452,1
13453,0
13454,1
13455,0
13456,0
13457,1
13458,1
13459,1
13460,3
13461,1
13462,3
13463,1
13464,0
13465,1
13466,1
13467,0
13468,1
13469,0
13470,0
13471,0
13472,0
13473,3
13474,1
13475,0
13476,0
13477,1
13478,1
13479,0
13480,0
13481,1
13482,0
13483,0
13484,0
13485,1
13486,0
13487,0
13488,0
13489,1
13490,1
13491,1
13492,1
13493,0
13494,0
13495,1
13496,0
13497,1
13498,2
13499,2
13500,0
13501,0
13502,1
13503,0
13504,0
13505,1
13506,1
13507,0
13508,1
13509,1
13510,0
13511,0
13512,1
13513,1
13514,0
13515,0
13516,0
13517,1
13518,0
13519,0
13520,1
13521,1
13522,0
13523,0
13524,1
13525,0
13526,0
13527,0
13528,1
13529,0
13530,1
13531,0
13532,1
13533,1
13534,0
13535,0
13536,0
13537,1
13538,1
13539,0
13540,1
13541,1
13542,0
13543,0
13544,0
13545,1
13546,0
13547,3
13548,1
13549,0
13550,1
13551,0
13552,1
13553,1
13554,1
13555,0
13556,1
13557,0
13558,0
13559,2
13560,0
13561,3
13562,2
13563,2
13564,0
13565,0
13566,0
13567,1
13568,0
13569,0
13570,1
13571,1
13572,0
13573,0
13574,0
13575,0
13576,1
13577,1
13578,1
13579,1
13580,0
13581,0
13582,0
13583,0
13584,0
13585,0
13586,1
13587,0
13588,1
13589,1
13590,1
13591,0
13592,0
13593,1
13594,1
13595,0
13596,1
13597,1
13598,0
13599,1
13600,1
13601,0
13602,1
13603,0
13604,0
13605,1
13606,2
13607,0
13608,1
13609,1
13610,1
13611,0
13612,0
13613,0
13614,1
13615,0
13616,0
13617,0
13618,1
13619,1
13620,0
13621,2
13622,1
13623,1
13624,0
13625,0
13626,0
13627,0
13628,1
13629,1
13630,0
13631,1
13632,0
13633,0
13634,1
13635,1
13636,2
13637,0
13638,1
13639,1
13640,2
13641,1
13642,0
13643,1
13644,1
13645,0
13646,1
13647,0
13648,1
13649,2
13650,0
13651,0
13652,1
13653,0
13654,0
13655,1
13656,2
13657,0
13658,0
13659,0
13660,1
13661,0
13662,0
13663,0
13664,0
13665,0
13666,1
13667,0
13668,1
13669,0
13670,0
13671,0
13672,1
13673,1
13674,0
13675,2
13676,0
13677,1
13678,1
13679,1
13680,1
13681,1
13682,1
13683,1
13684,0
13685,0
13686,0
13687,3
13688,1
13689,1
13690,0
13691,1
13692,1
13693,0
13694,0
13695,0
13696,1
13697,0
13698,1
13699,1
13700,1
13701,1
13702,0
13703,0
13704,1
13705,0
13706,1
13707,0
13708,0
13709,2
13710,1
13711,1
13712,3
13713,1
13714,1
13715,0
13716,1
13717,1
13718,0
13719,1
13720,0
13721,1
13722,0
13723,0
13724,1
13725,0
13726,0
13727,1
13728,1
13729,1
13730,1
13731,0
13732,0
13733,1
13734,0
13735,1
13736,0
13737,0
13738,1
13739,1
13740,1
13741,1
13742,1
13743,0
13744,1
13745,0
13746,1
13747,0
13748,1
13749,1
13750,0
13751,0
13752,1
13753,0
13754,0
13755,0
13756,1
13757,0
13758,1
13759,0
13760,0
13761,0
13762,1
13763,0
13764,2
13765,1
13766,1
13767,2
13768,1
13769,0
13770,1
13771,0
13772,0
13773,0
13774,0
13775,0
13776,1
13777,0
13778,6
13779,1
13780,1
13781,0
13782,1
13783,0
13784,0
13785,0
13786,0
13787,1
13788,2
13789,0
13790,0
13791,1
13792,0
13793,1
13794,0
13795,0
13796,0
13797,2
13798,0
13799,1
13800,0
13801,1
13802,0
13803,1
13804,0
13805,1
13806,1
13807,0
13808,0
13809,1
13810,0
13811,0
13812,1
13813,0
13814,0
13815,0
13816,0
13817,0
13818,0
13819,0
13820,0
13821,0
13822,1
13823,0
13824,0
13825,1
13826,1
13827,2
13828,0
13829,0
13830,1
13831,0
13832,1
13833,1
13834,0
13835,1
13836,1
13837,1
13838,1
13839,1
13840,1
13841,0
13842,1
13843,0
13844,0
13845,0
13846,2
13847,0
13848,0
13849,0
13850,0
13851,2
13852,0
13853,0
13854,0
13855,0
13856,0
13857,0
13858,1
13859,0
13860,0
13861,1
13862,1
13863,1
13864,1
13865,1
13866,3
13867,0
13868,0
13869,1
13870,1
13871,0
13872,1
13873,0
13874,0
13875,1
13876,1
13877,1
13878,0
13879,1
13880,0
13881,1
13882,2
13883,0
13884,0
13885,0
13886,1
13887,1
13888,1
13889,1
13890,1
13891,0
13892,1
13893,0
13894,0
13895,0
13896,1
13897,1
13898,2
13899,0
13900,1
13901,0
13902,0
13903,0
13904,1
13905,0
13906,1
13907,0
13908,1
13909,1
13910,1
13911,0
13912,1
13913,0
13914,0
13915,0
13916,0
13917,1
13918,1
13919,0
13920,1
13921,1
13922,1
13923,1
13924,0
13925,0
13926,1
13927,3
13928,1
13929,0
13930,0
13931,0
13932,1
13933,0
13934,0
13935,0
13936,0
13937,1
13938,0
13939,0
13940,1
13941,1
13942,0
13943,0
13944,1
13945,1
13946,0
13947,1
13948,0
13949,0
13950,0
13951,3
13952,2
13953,1
13954,0
13955,0
13956,1
13957,0
13958,1
13959,1
13960,0
13961,0
13962,0
13963,1
13964,1
13965,0
13966,0
13967,1
13968,1
13969,1
13970,1
13971,1
13972,2
13973,1
13974,0
13975,1
13976,0
13977,1
13978,0
13979,0
13980,0
13981,1
13982,1
13983,2
13984,1
13985,1
13986,0
13987,1
13988,0
13989,1
13990,0
13991,0
13992,4
13993,0
13994,0
13995,0
13996,0
13997,1
13998,0
13999,0
14000,3
14001,1
14002,0
14003,0
14004,1
14005,1
14006,0
14007,1
14008,1
14009,1
14010,0
14011,0
14012,0
14013,1
14014,1
14015,1
14016,0
14017,0
14018,1
14019,2
14020,0
14021,0
14022,0
14023,1
14024,1
14025,0
14026,1
14027,1
14028,0
14029,1
14030,1
14031,0
14032,2
14033,2
14034,0
14035,0
14036,0
14037,1
14038,1
14039,0
14040,0
14041,0
14042,1
14043,5
14044,1
14045,0
14046,0
14047,1
14048,0
14049,1
14050,1
14051,1
14052,1
14053,0
14054,0
14055,1
14056,1
14057,1
14058,0
14059,0
14060,1
14061,1
14062,1
14063,1
14064,1
14065,1
14066,2
14067,1
14068,1
14069,2
14070,0
14071,0
14072,0
14073,1
14074,0
14075,0
14076,1
14077,1
14078,1
14079,1
14080,0
14081,0
14082,0
14083,1
14084,1
14085,0
14086,1
14087,0
14088,0
14089,0
14090,1
14091,0
14092,1
14093,0
14094,1
14095,0
14096,2
14097,2
14098,3
14099,2
14100,0
14101,1
14102,1
14103,0
14104,0
14105,0
14106,0
14107,0
14108,0
14109,0
14110,0
14111,1
14112,0
14113,1
14114,1
14115,0
14116,0
14117,0
14118,1
14119,1
14120,0
14121,0
14122,0
14123,3
14124,0
14125,0
14126,1
14127,0
14128,1
14129,1
14130,1
14131,0
14132,1
14133,0
14134,0
14135,1
14136,1
14137,0
14138,1
14139,0
14140,1
14141,1
14142,0
14143,1
14144,0
14145,1
14146,3
14147,3
14148,0
14149,0
14150,0
14151,0
14152,1
14153,0
14154,1
14155,1
14156,2
14157,0
14158,0
14159,2
14160,0
14161,1
14162,0
14163,1
14164,0
14165,0
14166,0
14167,0
14168,1
14169,1
14170,0
14171,1
14172,1
14173,0
14174,3
14175,1
14176,2
14177,0
14178,0
14179,1
14180,1
14181,1
14182,1
14183,1
14184,1
14185,0
14186,0
14187,1
14188,0
14189,0
14190,2
14191,1
14192,0
14193,1
14194,0
14195,1
14196,0
14197,2
14198,0
14199,0
14200,1
14201,1
14202,0
14203,1
14204,0
14205,1
14206,1
14207,0
14208,1
14209,0
14210,0
14211,0
14212,0
14213,0
14214,1
14215,0
14216,0
14217,1
14218,0
14219,0
14220,2
14221,1
14222,6
14223,0
14224,1
14225,1
14226,3
14227,0
14228,0
14229,2
14230,0
14231,1
14232,0
14233,1
14234,0
14235,0
14236,1
14237,1
14238,0
14239,0
14240,0
14241,0
14242,0
14243,0
14244,0
14245,0
14246,1
14247,1
14248,1
14249,0
14250,0
14251,0
14252,0
14253,0
14254,1
14255,0
14256,0
14257,3
14258,1
14259,0
14260,1
14261,1
14262,1
14263,0
14264,0
14265,0
14266,0
14267,1
14268,0
14269,0
14270,1
14271,0
14272,0
14273,0
14274,1
14275,1
14276,1
14277,0
14278,1
14279,1
14280,0
14281,0
14282,0
14283,1
14284,1
14285,1
14286,0
14287,1
14288,1
14289,1
14290,1
14291,1
14292,1
14293,0
14294,0
14295,0
14296,1
14297,0
14298,1
14299,1
14300,0
14301,0
14302,0
14303,1
14304,1
14305,0
14306,0
14307,3
14308,1
14309,0
14310,0
14311,1
14312,1
14313,1
14314,0
14315,0
14316,1
14317,0
14318,1
14319,1
14320,1
14321,0
14322,0
14323,3
14324,0
14325,0
14326,1
14327,0
14328,1
14329,0
14330,1
14331,1
14332,1
14333,1
14334,0
14335,1
14336,1
14337,1
14338,1
14339,0
14340,0
14341,0
14342,1
14343,1
14344,0
14345,2
14346,0
14347,0
14348,2
14349,0
14350,0
14351,0
14352,1
14353,1
14354,1
14355,0
14356,0
14357,0
14358,0
14359,1
14360,0
14361,3
14362,0
14363,0
14364,1
14365,0
14366,1
14367,1
14368,0
14369,0
14370,0
14371,2
14372,0
14373,1
14374,0
14375,0
14376,0
14377,0
14378,5
14379,0
14380,0
14381,0
14382,0
14383,0
14384,1
14385,0
14386,0
14387,0
14388,0
14389,0
14390,0
14391,1
14392,1
14393,2
14394,1
14395,0
14396,0
14397,2
14398,1
14399,1
14400,1
14401,0
14402,0
14403,0
14404,1
14405,0
14406,0
14407,2
14408,4
14409,0
14410,0
14411,1
14412,1
14413,1
14414,0
14415,0
14416,1
14417,1
14418,1
14419,0
14420,1
14421,0
14422,1
14423,3
14424,1
14425,1
14426,1
14427,1
14428,0
14429,0
14430,0
14431,0
14432,1
14433,1
14434,0
14435,0
14436,0
14437,0
14438,1
14439,1
14440,0
14441,1
14442,0
14443,1
14444,1
14445,0
14446,0
14447,1
14448,1
14449,1
14450,1
14451,1
14452,1
14453,1
14454,2
14455,0
14456,1
14457,0
14458,1
14459,0
14460,1
14461,0
14462,0
14463,1
14464,0
14465,0
14466,1
14467,1
14468,0
14469,1
14470,0
14471,0
14472,1
14473,0
14474,1
14475,1
14476,1
14477,1
14478,2
14479,0
14480,1
14481,0
14482,0
14483,1
14484,0
14485,0
14486,1
14487,1
14488,1
14489,0
14490,0
14491,0
14492,0
14493,1
14494,2
14495,1
14496,0
14497,1
14498,1
14499,0
14500,0
14501,0
14502,1
14503,1
14504,0
14505,0
14506,1
14507,1
14508,1
14509,1
14510,0
14511,1
14512,0
14513,2
14514,0
14515,1
14516,1
14517,1
14518,0
14519,1
14520,0
14521,0
14522,0
14523,1
14524,0
14525,1
14526,0
14527,0
14528,0
14529,1
14530,0
14531,1
14532,0
14533,1
14534,0
14535,0
14536,2
14537,1
14538,1
14539,1
14540,1
14541,1
14542,3
14543,0
14544,0
14545,1
14546,0
14547,0
14548,2
14549,0
14550,0
14551,0
14552,1
14553,1
14554,1
14555,1
14556,1
14557,0
14558,0
14559,0
14560,0
14561,6
14562,0
14563,0
14564,1
14565,0
14566,1
14567,0
14568,1
14569,0
14570,0
14571,1
14572,0
14573,0
14574,1
14575,1
14576,1
14577,1
14578,0
14579,1
14580,1
14581,0
14582,1
14583,1
14584,0
14585,0
14586,1
14587,0
14588,0
14589,1
14590,0
14591,0
14592,2
14593,1
14594,0
14595,0
14596,1
14597,1
14598,1
14599,1
14600,1
14601,1
14602,1
14603,0
14604,0
14605,0
14606,3
14607,0
14608,0
14609,1
14610,2
14611,1
14612,0
14613,0
14614,0
14615,0
14616,0
14617,0
14618,1
14619,0
14620,0
14621,1
14622,0
14623,0
14624,1
14625,1
14626,0
14627,1
14628,0
14629,0
14630,1
14631,0
14632,1
14633,0
14634,0
14635,0
14636,1
14637,1
14638,0
14639,0
14640,0
14641,1
14642,1
14643,0
14644,1
14645,1
14646,0
14647,1
14648,1
14649,1
14650,1
14651,0
14652,0
14653,0
14654,0
14655,1
14656,1
14657,0
14658,0
14659,0
14660,0
14661,0
14662,0
14663,1
14664,0
14665,0
14666,0
14667,0
14668,0
14669,3
14670,0
14671,0
14672,0
14673,2
14674,0
14675,1
14676,1
14677,0
14678,2
14679,1
14680,1
14681,1
14682,1
14683,0
14684,1
14685,0
14686,0
14687,0
14688,0
14689,2
14690,2
14691,0
14692,1
14693,0
14694,0
14695,1
14696,1
14697,0
14698,0
14699,0
14700,1
14701,0
14702,0
14703,0
14704,1
14705,0
14706,0
14707,3
14708,0
14709,0
14710,0
14711,0
14712,0
14713,1
14714,1
14715,0
14716,1
14717,0
14718,1
14719,1
14720,0
14721,2
14722,0
14723,1
14724,0
14725,1
14726,1
14727,0
14728,0
14729,0
14730,0
14731,0
14732,1
14733,0
14734,0
14735,0
14736,1
14737,0
14738,0
14739,0
14740,2
14741,0
14742,1
14743,0
14744,0
14745,0
14746,1
14747,1
14748,1
14749,1
14750,1
14751,0
14752,0
14753,1
14754,3
14755,0
14756,0
14757,1
14758,1
14759,0
14760,1
14761,1
14762,1
14763,0
14764,0
14765,2
14766,1
14767,1
14768,1
14769,0
14770,1
14771,1
14772,0
14773,0
14774,4
14775,0
14776,1
14777,0
14778,0
14779,0
14780,2
14781,0
14782,0
14783,0
14784,1
14785,5
14786,1
14787,0
14788,1
14789,1
14790,0
14791,0
14792,0
14793,0
14794,1
14795,1
14796,1
14797,0
14798,3
14799,3
14800,1
14801,1
14802,0
14803,1
14804,0
14805,1
14806,1
14807,1
14808,1
14809,0
14810,1
14811,1
14812,1
14813,2
14814,0
14815,0
14816,0
14817,0
14818,0
14819,0
14820,0
14821,1
14822,1
14823,0
14824,1
14825,0
14826,0
14827,0
14828,0
14829,0
14830,1
14831,1
14832,0
14833,1
14834,0
14835,1
14836,0
14837,1
14838,2
14839,1
14840,1
14841,0
14842,1
14843,1
14844,0
14845,1
14846,0
14847,1
14848,1
14849,1
14850,1
14851,0
14852,1
14853,0
14854,0
14855,1
14856,1
14857,0
14858,0
14859,0
14860,1
14861,0
14862,0
14863,1
14864,1
14865,0
14866,1
14867,0
14868,2
14869,0
14870,0
14871,0
14872,1
14873,0
14874,0
14875,1
14876,1
14877,0
14878,0
14879,0
14880,1
14881,0
14882,0
14883,3
14884,1
14885,0
14886,0
14887,0
14888,1
14889,1
14890,1
14891,0
14892,0
14893,1
14894,0
14895,0
14896,1
14897,0
14898,0
14899,0
14900,0
14901,1
14902,1
14903,1
14904,0
14905,1
14906,1
14907,2
14908,0
14909,1
14910,0
14911,1
14912,1
14913,0
14914,2
14915,1
14916,0
14917,0
14918,0
14919,1
14920,1
14921,1
14922,1
14923,1
14924,0
14925,0
14926,0
14927,0
14928,0
14929,0
14930,1
14931,1
14932,1
14933,1
14934,1
14935,0
14936,0
14937,0
14938,1
14939,0
14940,2
14941,0
14942,0
14943,1
14944,1
14945,0
14946,1
14947,0
14948,0
14949,1
14950,2
14951,1
14952,0
14953,1
14954,0
14955,0
14956,0
14957,0
14958,0
14959,1
14960,0
14961,0
14962,0
14963,0
14964,1
14965,0
14966,0
14967,0
14968,0
14969,0
14970,1
14971,0
14972,0
14973,0
14974,0
14975,2
14976,0
14977,0
14978,0
14979,0
14980,0
14981,1
14982,0
14983,1
14984,0
14985,1
14986,1
14987,1
14988,1
14989,1
14990,1
14991,0
14992,0
14993,0
14994,0
14995,0
14996,1
14997,1
14998,0
14999,2
15000,0
15001,1
15002,1
15003,0
15004,0
15005,0
15006,1
15007,1
15008,0
15009,0
15010,0
15011,1
15012,0
15013,0
15014,0
15015,0
15016,0
15017,0
15018,1
15019,0
15020,1
15021,0
15022,0
15023,1
15024,2
15025,0
15026,1
15027,0
15028,0
15029,0
15030,3
15031,1
15032,1
15033,0
15034,1
15035,1
15036,1
15037,1
15038,0
15039,1
15040,1
15041,0
15042,0
15043,0
15044,1
15045,2
15046,1
15047,0
15048,0
15049,3
15050,1
15051,0
15052,0
15053,0
15054,1
15055,0
15056,0
15057,0
15058,1
15059,0
15060,1
15061,0
15062,1
15063,0
15064,0
15065,0
15066,0
15067,0
15068,1
15069,1
15070,0
15071,0
15072,0
15073,0
15074,0
15075,1
15076,1
15077,0
15078,1
15079,1
15080,0
15081,0
15082,1
15083,0
15084,0
15085,0
15086,0
15087,0
15088,0
15089,1
15090,0
15091,0
15092,0
15093,1
15094,1
15095,1
15096,0
15097,0
15098,0
15099,0
15100,1
15101,0
15102,0
15103,0
15104,1
15105,0
15106,0
15107,0
15108,0
15109,1
15110,0
15111,1
15112,0
15113,0
15114,0
15115,0
15116,0
15117,0
15118,0
15119,0
15120,0
15121,1
15122,1
15123,1
15124,0
15125,0
15126,1
15127,0
15128,0
15129,0
15130,1
15131,0
15132,0
15133,1
15134,0
15135,2
15136,1
15137,1
15138,1
15139,0
15140,0
15141,0
15142,1
15143,1
15144,1
15145,1
15146,1
15147,0
15148,0
15149,1
15150,0
15151,0
15152,1
15153,2
15154,1
15155,0
15156,0
15157,0
15158,1
15159,0
15160,1
15161,0
15162,1
15163,0
15164,1
15165,0
15166,1
15167,1
15168,0
15169,0
15170,0
15171,0
15172,0
15173,0
15174,0
15175,0
15176,1
15177,1
15178,0
15179,1
15180,0
15181,0
15182,2
15183,0
15184,1
15185,0
15186,0
15187,1
15188,1
15189,1
15190,1
15191,1
15192,1
15193,0
15194,0
15195,1
15196,0
15197,0
15198,1
15199,1
15200,1
15201,1
15202,2
15203,0
15204,3
15205,2
15206,1
15207,1
15208,0
15209,0
15210,1
15211,2
15212,1
15213,1
15214,0
15215,0
15216,0
15217,1
15218,0
15219,1
15220,1
15221,2
15222,1
15223,0
15224,1
15225,1
15226,1
15227,0
15228,1
15229,0
15230,0
15231,0
15232,0
15233,0
15234,0
15235,1
15236,1
15237,1
15238,1
15239,0
15240,1
15241,0
15242,0
15243,1
15244,0
15245,0
15246,1
15247,0
15248,0
15249,0
15250,0
15251,1
15252,0
15253,0
15254,1
15255,0
15256,1
15257,0
15258,6
15259,0
15260,1
15261,2
15262,4
15263,0
15264,0
15265,0
15266,3
15267,0
15268,1
15269,0
15270,1
15271,0
15272,0
15273,3
15274,0
15275,0
15276,0
15277,1
15278,0
15279,2
15280,0
15281,2
15282,1
15283,1
15284,7
15285,0
15286,2
15287,0
15288,0
15289,1
15290,0
15291,0
15292,0
15293,0
15294,0
15295,0
15296,0
15297,0
15298,2
15299,4
15300,1
15301,0
15302,1
15303,0
15304,1
15305,0
15306,3
15307,0
15308,1
15309,3
15310,1
15311,1
15312,0
15313,0
15314,1
15315,1
15316,2
15317,0
15318,0
15319,1
15320,1
15321,1
15322,1
15323,1
15324,1
15325,0
15326,2
15327,0
15328,0
15329,1
15330,3
15331,1
15332,1
15333,0
15334,2
15335,1
15336,1
15337,1
15338,1
15339,0
15340,1
15341,1
15342,3
15343,1
15344,0
15345,1
15346,1
15347,3
15348,2
15349,0
15350,0
15351,1
15352,0
15353,1
15354,4
15355,0
15356,1
15357,1
15358,0
15359,0
15360,2
15361,0
15362,0
15363,1
15364,1
15365,0
15366,1
15367,1
15368,1
15369,1
15370,1
15371,0
15372,3
15373,3
15374,1
15375,0
15376,1
15377,1
15378,0
15379,1
15380,1
15381,0
15382,1
15383,2
15384,1
15385,0
15386,0
15387,0
15388,0
15389,1
15390,1
15391,0
15392,1
15393,1
15394,0
15395,0
15396,4
15397,1
15398,0
15399,0
15400,0
15401,1
15402,0
15403,0
15404,1
15405,0
15406,0
15407,1
15408,1
15409,0
15410,0
15411,1
15412,0
15413,1
15414,0
15415,3
15416,0
15417,2
15418,0
15419,0
15420,0
15421,0
15422,0
15423,1
15424,0
15425,0
15426,0
15427,1
15428,0
15429,0
15430,0
15431,0
15432,0
15433,0
15434,0
15435,0
15436,0
15437,1
15438,1
15439,1
15440,1
15441,0
15442,1
15443,4
15444,1
15445,0
15446,0
15447,1
15448,0
15449,2
15450,0
15451,0
15452,1
15453,1
15454,1
15455,0
15456,1
15457,0
15458,0
15459,1
15460,0
15461,0
15462,0
15463,2
15464,1
15465,1
15466,0
15467,1
15468,0
15469,1
15470,1
15471,1
15472,1
15473,0
15474,4
15475,0
15476,0
15477,1
15478,0
15479,1
15480,0
15481,0
15482,1
15483,1
15484,0
15485,0
15486,1
15487,3
15488,1
15489,0
15490,4
15491,1
15492,0
15493,0
15494,0
15495,0
15496,0
15497,0
15498,1
15499,1
15500,0
15501,1
15502,2
15503,1
15504,0
15505,1
15506,1
15507,1
15508,1
15509,1
15510,1
15511,1
15512,0
15513,0
15514,1
15515,0
15516,1
15517,0
15518,0
15519,1
15520,0
15521,1
15522,1
15523,1
15524,0
15525,0
15526,1
15527,0
15528,0
15529,0
15530,1
15531,4
15532,0
15533,0
15534,0
15535,0
15536,1
15537,0
15538,1
15539,1
15540,0
15541,1
15542,1
15543,0
15544,0
15545,0
15546,1
15547,1
15548,1
15549,0
15550,0
15551,1
15552,1
15553,1
15554,0
15555,0
15556,0
15557,1
15558,2
15559,0
15560,1
15561,0
15562,1
15563,1
15564,1
15565,1
15566,0
15567,3
15568,1
15569,0
15570,0
15571,1
15572,0
15573,0
15574,0
15575,0
15576,1
15577,0
15578,0
15579,0
15580,0
15581,1
15582,1
15583,0
15584,1
15585,0
15586,0
15587,0
15588,1
15589,1
15590,0
15591,5
15592,1
15593,0
15594,0
15595,0
15596,1
15597,1
15598,1
15599,1
15600,0
15601,0
15602,0
15603,1
15604,0
15605,1
15606,0
15607,1
15608,0
15609,1
15610,0
15611,0
15612,0
15613,0
15614,0
15615,1
15616,0
15617,1
15618,3
15619,1
15620,0
15621,1
15622,1
15623,0
15624,1
15625,1
15626,0
15627,0
15628,0
15629,1
15630,0
15631,0
15632,0
15633,1
15634,0
15635,0
15636,1
15637,1
15638,1
15639,0
15640,1
15641,0
15642,0
15643,0
15644,0
15645,1
15646,0
15647,0
15648,2
15649,1
15650,0
15651,0
15652,0
15653,0
15654,1
15655,1
15656,0
15657,0
15658,1
15659,1
15660,0
15661,0
15662,2
15663,1
15664,1
15665,1
15666,1
15667,1
15668,0
15669,1
15670,1
15671,2
15672,3
15673,1
15674,1
15675,2
15676,1
15677,1
15678,1
15679,1
15680,1
15681,0
15682,0
15683,0
15684,1
15685,1
15686,0
15687,1
15688,1
15689,0
15690,0
15691,1
15692,3
15693,0
15694,0
15695,0
15696,1
15697,0
15698,1
15699,0
15700,0
15701,0
15702,1
15703,0
15704,1
15705,0
15706,0
15707,0
15708,0
15709,0
15710,0
15711,0
15712,1
15713,2
15714,2
15715,1
15716,3
15717,1
15718,1
15719,1
15720,0
15721,0
15722,1
15723,1
15724,0
15725,1
15726,0
15727,1
15728,1
15729,1
15730,0
15731,1
15732,1
15733,1
15734,5
15735,1
15736,0
15737,1
15738,1
15739,1
15740,1
15741,0
15742,0
15743,0
15744,0
15745,1
15746,0
15747,0
15748,1
15749,1
15750,1
15751,3
15752,1
15753,1
15754,2
15755,0
15756,1
15757,1
15758,0
15759,1
15760,0
15761,1
15762,1
15763,1
15764,1
15765,0
15766,1
15767,0
15768,1
15769,0
15770,0
15771,0
15772,0
15773,2
15774,1
15775,1
15776,1
15777,0
15778,0
15779,2
15780,1
15781,1
15782,0
15783,0
15784,0
15785,1
15786,0
15787,1
15788,0
15789,0
15790,0
15791,0
15792,1
15793,1
15794,0
15795,1
15796,0
15797,0
15798,0
15799,1
15800,0
15801,1
15802,1
15803,0
15804,1
15805,0
15806,0
15807,0
15808,1
15809,0
15810,1
15811,1
15812,1
15813,1
15814,2
15815,0
15816,0
15817,1
15818,1
15819,0
15820,1
15821,0
15822,0
15823,0
15824,0
15825,2
15826,1
15827,0
15828,0
15829,0
15830,1
15831,1
15832,0
15833,0
15834,0
15835,0
15836,0
15837,1
15838,0
15839,1
15840,0
15841,1
15842,0
15843,0
15844,1
15845,1
15846,1
15847,1
15848,1
15849,0
15850,0
15851,0
15852,1
15853,0
15854,0
15855,0
15856,1
15857,1
15858,1
15859,1
15860,0
15861,1
15862,0
15863,0
15864,0
15865,1
15866,1
15867,1
15868,0
15869,1
15870,1
15871,0
15872,1
15873,0
15874,1
15875,0
15876,1
15877,0
15878,1
15879,1
15880,0
15881,0
15882,1
15883,0
15884,0
15885,1
15886,1
15887,3
15888,0
15889,0
15890,0
15891,0
15892,0
15893,0
15894,1
15895,0
15896,1
15897,1
15898,0
15899,0
15900,3
15901,2
15902,0
15903,0
15904,0
15905,1
15906,0
15907,0
15908,1
15909,2
15910,0
15911,1
15912,0
15913,0
15914,0
15915,0
15916,1
15917,1
15918,0
15919,0
15920,0
15921,1
15922,1
15923,3
15924,0
15925,0
15926,1
15927,1
15928,0
15929,0
15930,1
15931,1
15932,1
15933,0
15934,0
15935,1
15936,1
15937,0
15938,0
15939,0
15940,1
15941,0
15942,1
15943,1
15944,1
15945,1
15946,1
15947,1
15948,0
15949,1
15950,0
15951,1
15952,3
15953,1
15954,1
15955,1
15956,0
15957,1
15958,1
15959,1
15960,3
15961,1
15962,1
15963,0
15964,0
15965,1
15966,1
15967,0
15968,1
15969,1
15970,0
15971,1
15972,1
15973,1
15974,0
15975,0
15976,1
15977,0
15978,1
15979,0
15980,1
15981,0
15982,1
15983,0
15984,0
15985,0
15986,1
15987,1
15988,1
15989,1
15990,0
15991,1
15992,1
15993,1
15994,0
15995,1
15996,1
15997,1
15998,0
15999,0
16000,0
16001,1
16002,0
16003,2
16004,1
16005,1
16006,1
16007,2
16008,0
16009,1
16010,2
16011,0
16012,0
16013,0
16014,1
16015,0
16016,0
16017,0
16018,0
16019,0
16020,0
16021,1
16022,0
16023,1
16024,0
16025,1
16026,0
16027,1
16028,1
16029,1
16030,1
16031,0
16032,0
16033,1
16034,0
16035,0
16036,1
16037,1
16038,1
16039,1
16040,5
16041,0
16042,0
16043,0
16044,1
16045,0
16046,0
16047,1
16048,0
16049,1
16050,3
16051,2
16052,0
16053,0
16054,0
16055,1
16056,1
16057,1
16058,3
16059,0
16060,0
16061,0
16062,0
16063,2
16064,0
16065,1
16066,0
16067,1
16068,1
16069,3
16070,0
16071,1
16072,0
16073,0
16074,1
16075,0
16076,1
16077,1
16078,1
16079,1
16080,0
16081,0
16082,1
16083,1
16084,0
16085,1
16086,0
16087,0
16088,0
16089,0
16090,2
16091,1
